customer_id,frequency,monetary,recency,R,F,M,segment,name,country,age
10892,2,229.58,466,4,3,3,Sadık,Christina Aguilar,CA,40
10895,5,1495.53,436,4,4,5,Şampiyon,Leah Barry,US,36
10897,2,64.75999999999999,899,2,3,1,Risk Altında,Michael Riggs,FR,72
10898,3,557.29,172,5,4,5,Şampiyon,Kimberly Garza,GB,37
10899,2,381.56,816,3,3,4,Sadık,Peter Wright,US,32
10900,1,37.23,1753,1,1,1,Kayıp,Paul Smith,AU,51
10901,1,28.96,2083,1,1,1,Kayıp,Adam Marshall,US,67
10902,1,59.78,1748,1,1,1,Kayıp,Nicole Hansen,IN,46
10903,7,626.55,57,5,4,5,Şampiyon,Richard Anderson,US,48
10904,5,862.26,203,5,4,5,Şampiyon,Patricia Robertson,GB,69
10905,1,110.84,2083,1,1,2,Kayıp,Laura Chung,FR,20
10906,1,117.64,206,5,1,2,Yeni,Bianca Rodriguez,US,65
10908,1,172.06,1393,1,1,3,Kayıp,Glenn Rivas,GB,47
10909,1,376.51,194,5,1,4,Yeni,Pamela Conway,AU,59
10910,1,76.64,1686,1,1,2,Kayıp,Elizabeth Morrow,US,47
10911,1,75.91,307,4,1,2,Yeni,Austin Golden,US,29
10912,2,241.07999999999998,192,5,3,3,Sadık,Susan Ramos,DE,23
10914,1,173.75,1116,2,1,3,Kayıp,Courtney Nash,PL,53
10915,2,95.61,91,5,3,2,Sadık,Terrence Shaffer,IN,75
10916,4,273.95,83,5,4,4,Şampiyon,Kimberly Johnson,US,71
10917,4,839.75,1363,1,4,5,Risk Altında,Sabrina Reid,GB,43
10919,1,94.04,1570,1,1,2,Kayıp,Amber Schaefer,SE,31
10920,1,73.5,1586,1,1,1,Kayıp,Jacob Gonzales,US,65
10921,1,21.77,1730,1,1,1,Kayıp,Lisa Schaefer,ES,65
10922,2,163.92000000000002,1154,2,3,3,Risk Altında,Barbara Garcia,CA,42
10926,4,1148.34,61,5,4,5,Şampiyon,Helen Taylor,US,65
10928,7,997.14,39,5,4,5,Şampiyon,Joseph Hester,NL,19
10929,1,25.06,1543,1,1,1,Kayıp,Steven Ball,PL,35
10930,1,316.58,796,3,1,4,Potansiyel,Angela Nelson,CA,37
10931,2,36.07,296,4,3,1,Sadık,Heather Andersen,US,35
10933,1,17.66,811,3,1,1,Potansiyel,Cheryl Campbell,CA,41
10934,1,35.75,667,3,1,1,Potansiyel,Danielle Lee,SE,45
10937,2,276.03999999999996,1188,2,3,4,Risk Altında,Neil Neal,GB,56
10938,1,33.03,257,4,1,1,Yeni,Miguel Hanson,DE,22
10939,2,231.38,175,5,3,3,Sadık,Kayla Underwood,IN,62
10940,1,93.02,1550,1,1,2,Kayıp,Nicholas Walker,US,72
10941,3,259.90999999999997,270,4,4,4,Şampiyon,Anita Martinez,US,74
10942,3,388.79,1000,2,4,4,Risk Altında,Robert Thomas,US,41
10943,1,53.02,841,3,1,1,Potansiyel,Mrs. Jessica Anderson,BR,72
10945,2,136.54999999999998,1305,2,3,2,Risk Altında,Evelyn Barnes,AU,58
10946,1,101.26,816,3,1,2,Potansiyel,Tristan Rios,DE,38
10947,4,395.73,578,3,4,4,Sadık,Alison Kennedy,MX,18
10948,1,19.1,1487,1,1,1,Kayıp,Jasmin Hendrix,FR,51
10949,1,76.63,1019,2,1,2,Kayıp,Matthew Anderson,AE,37
10950,1,332.25,1169,2,1,4,Kayıp,Veronica Reyes,GB,56
10951,2,86.94,981,2,3,2,Risk Altında,Christopher Shelton,DE,39
10953,3,341.81,408,4,4,4,Şampiyon,Barry Moore,US,48
10955,3,135.42,1288,2,4,2,Risk Altında,Kristy Greer,AU,44
10956,2,97.26,151,5,3,2,Sadık,Karen Boyd,NL,59
10957,3,674.3599999999999,342,4,4,5,Şampiyon,Bryan Russell,SE,22
10958,2,89.42,88,5,3,2,Sadık,Megan Williams,US,53
10959,2,27.669999999999998,9,5,3,1,Sadık,Andrew Velasquez,US,22
10960,2,97.47,146,5,3,2,Sadık,Holly Riggs,JP,46
10961,2,131.42000000000002,582,3,3,2,Sadık,Luke Blake,ES,33
10964,2,80.72,1078,2,3,2,Risk Altında,Stephen Robertson,GB,46
10965,2,49.12,917,2,3,1,Risk Altında,Jason Schwartz,CA,49
10966,4,283.8,40,5,4,4,Şampiyon,Kimberly Stanley,GB,32
10967,1,131.7,2007,1,1,2,Kayıp,Robert Small,AU,64
10969,1,41.35,1449,1,1,1,Kayıp,Ryan Gallagher,BR,24
10972,2,530.88,635,3,3,5,Sadık,Edward Mann,JP,26
10973,1,909.35,1449,1,1,5,Kayıp,Manuel Hernandez,AU,74
10974,2,213.76,368,4,3,3,Sadık,Jessica Fowler,SG,69
10975,2,614.04,1158,2,3,5,Risk Altında,Robert Macdonald,SE,38
10976,1,205.12,1813,1,1,3,Kayıp,Jamie Wong,MX,59
10977,1,188.61,2032,1,1,3,Kayıp,Craig Moore,US,29
10978,3,156.78,225,4,4,3,Şampiyon,Linda Martinez,IN,30
10980,2,189.29999999999998,232,4,3,3,Sadık,Susan Chen,CA,50
10981,2,47.489999999999995,462,4,3,1,Sadık,Terry Smith,US,31
10982,1,331.0,1024,2,1,4,Kayıp,Jimmy Sheppard,BR,21
10986,2,260.19,1462,1,3,4,Risk Altında,Benjamin Carr,US,56
10987,4,323.45,690,3,4,4,Sadık,Barbara Smith DVM,IN,60
10988,3,358.97,17,5,4,4,Şampiyon,Tyler Campbell,US,29
10990,1,165.66,130,5,1,3,Yeni,Scott Maddox,BR,33
10992,1,327.73,1722,1,1,4,Kayıp,Alicia Vargas,GB,38
10993,3,279.2,3,5,4,4,Şampiyon,Dana Anderson,SG,45
10994,3,222.63,379,4,4,3,Şampiyon,Lisa Stone,AU,50
10995,2,447.58,359,4,3,5,Sadık,Jill Morse,AE,61
10996,3,245.6,317,4,4,3,Şampiyon,Benjamin Rodriguez,US,46
10997,3,453.27,1191,2,4,5,Risk Altında,Jessica Harris,IN,37
10998,1,29.92,2014,1,1,1,Kayıp,Jonathan Stokes,CA,24
10999,1,189.02,728,3,1,3,Potansiyel,William Torres,GB,44
11000,2,190.06,245,4,3,3,Sadık,Joseph Ellis,AE,24
11001,2,729.74,1336,2,3,5,Risk Altında,Jocelyn Soto,MX,36
11002,1,253.92,1251,2,1,3,Kayıp,Robert Fisher,NL,56
11003,4,587.2,140,5,4,5,Şampiyon,Wayne Underwood,ZA,44
11004,1,24.85,915,2,1,1,Kayıp,Russell Evans,PL,54
11005,2,399.34,168,5,3,4,Sadık,Scott Dixon,GB,72
11006,3,584.3699999999999,199,5,4,5,Şampiyon,Connie Murphy,MX,59
11007,1,180.28,1662,1,1,3,Kayıp,Scott King,FR,54
11008,1,68.99,691,3,1,1,Potansiyel,Bryan Wyatt MD,DE,66
11009,2,308.21000000000004,1112,2,3,4,Risk Altında,Chad Soto,FR,69
11010,2,370.53,578,3,3,4,Sadık,Christian Whitaker,SE,20
11011,2,201.22000000000003,743,3,3,3,Sadık,Traci Myers,CA,35
11013,2,74.86,27,5,3,2,Sadık,Ryan Newman,JP,50
11014,1,6.54,1535,1,1,1,Kayıp,Dennis Adams,IN,64
11017,1,109.33,391,4,1,2,Yeni,Walter Richards,SE,70
11018,3,276.88,366,4,4,4,Şampiyon,Michelle Welch,AE,60
11019,2,296.97,444,4,3,4,Sadık,Theodore Johnson,SE,53
11020,3,287.73,67,5,4,4,Şampiyon,Erica Doyle,FR,43
11021,1,184.05,1598,1,1,3,Kayıp,Denise Todd,US,72
11022,1,201.38,159,5,1,3,Yeni,Ashley Davis,BR,53
11023,5,445.83,187,5,4,5,Şampiyon,Joseph Matthews,US,21
11024,1,83.78,1233,2,1,2,Kayıp,Elizabeth Anderson,IN,75
11025,2,102.49000000000001,276,4,3,2,Sadık,Jennifer Landry,CA,30
11026,2,246.79000000000002,174,5,3,3,Sadık,Lisa Jones,BR,32
11027,2,206.94,265,4,3,3,Sadık,Dawn Romero,GB,55
11028,2,172.97,1415,1,3,3,Risk Altında,Kyle Armstrong,MX,70
11029,3,326.72,136,5,4,4,Şampiyon,Rebecca Medina,US,58
11030,3,421.32,1391,1,4,4,Risk Altında,Maria Shaw,NL,40
11031,2,144.41,859,2,3,2,Risk Altında,Erik Burton,AU,33
11033,2,85.91,1331,2,3,2,Risk Altında,Julie Solomon,SE,74
11034,4,292.22,913,2,4,4,Risk Altında,Yvonne Raymond,CA,21
11035,1,310.65,944,2,1,4,Kayıp,Jessica Green,ES,65
11036,1,28.18,1033,2,1,1,Kayıp,Sarah Massey,PL,57
11037,2,171.04000000000002,22,5,3,3,Sadık,Annette Jones,SG,57
11038,2,46.46,897,2,3,1,Risk Altında,Courtney Smith,US,27
11039,1,24.46,1403,1,1,1,Kayıp,Suzanne Taylor,SG,43
11040,3,559.43,29,5,4,5,Şampiyon,Danielle Potter,MX,35
11041,1,288.67,69,5,1,4,Yeni,Tiffany Moore,NL,69
11042,2,232.9,303,4,3,3,Sadık,Wayne Beck,SG,38
11043,4,303.53000000000003,798,3,4,4,Sadık,Lori Marshall,US,38
11044,3,875.28,2,5,4,5,Şampiyon,Carmen Kirk,AU,64
11047,2,97.4,986,2,3,2,Risk Altında,Laura Mason,SG,62
11048,3,734.06,49,5,4,5,Şampiyon,Mark Martin,JP,37
11049,1,49.57,1414,1,1,1,Kayıp,Heather Simmons,CA,25
11050,2,273.2,121,5,3,4,Sadık,Scott Allen,DE,74
11051,3,342.1,202,5,4,4,Şampiyon,Melissa Miller,MX,27
11052,2,415.41999999999996,749,3,3,4,Sadık,Dawn Trujillo,GB,58
11053,1,142.49,1140,2,1,2,Kayıp,Ralph Flores,GB,38
11054,5,407.32,293,4,4,4,Şampiyon,Steven Reyes,US,62
11056,1,21.85,70,5,1,1,Yeni,Gene Valencia,SE,37
11058,3,233.28,997,2,4,3,Risk Altında,Lisa Beck,AU,62
11060,1,137.79,1090,2,1,2,Kayıp,Glenda Sellers DDS,US,39
11061,2,244.95,196,5,3,3,Sadık,Mark Hicks,US,53
11062,3,203.93,558,3,4,3,Sadık,Sarah Wood,SG,31
11063,1,111.92,1358,1,1,2,Kayıp,Michael Foley,SG,38
11064,4,367.23,272,4,4,4,Şampiyon,Justin Meadows,AU,34
11065,3,200.94,1354,1,4,3,Risk Altında,David Davis,BR,43
11066,1,17.62,1387,1,1,1,Kayıp,Jeremy Riddle,IN,19
11069,2,222.74,642,3,3,3,Sadık,Joshua King,AE,37
11070,2,348.7,1053,2,3,4,Risk Altında,Maurice Gonzales,IN,63
11071,4,361.96999999999997,152,5,4,4,Şampiyon,Kirk Gonzalez,NL,25
11073,3,331.54,1029,2,4,4,Risk Altında,Blake Jefferson,MX,37
11074,1,58.99,415,4,1,1,Yeni,Sydney Smith,AE,60
11075,2,273.93,512,3,3,4,Sadık,Lisa Nguyen,GB,70
11077,1,428.39,464,4,1,4,Yeni,Jeremy Williams,SE,19
11078,2,172.65,1271,2,3,3,Risk Altında,Scott Pope,AU,43
11079,1,119.14,690,3,1,2,Potansiyel,Marcus Hawkins,IN,27
11080,3,514.0699999999999,229,4,4,5,Şampiyon,Jennifer Dunlap,GB,54
11081,1,35.1,1690,1,1,1,Kayıp,Julia Miller,DE,63
11082,2,183.69,145,5,3,3,Sadık,Nathan Carter III,US,35
11083,1,57.04,777,3,1,1,Potansiyel,Jessica Massey,US,35
11084,2,253.43,680,3,3,3,Sadık,Mario Pitts,DE,34
11085,1,315.28,1936,1,1,4,Kayıp,Leslie Tran,US,25
11086,1,76.82,319,4,1,2,Yeni,Timothy Chapman,SE,27
11087,1,254.66,1046,2,1,3,Kayıp,Vanessa Vaughn,BR,45
11089,1,79.83,1004,2,1,2,Kayıp,Michael Williams,AE,45
11090,1,48.51,317,4,1,1,Yeni,Charles Collins,FR,36
11091,3,235.66,29,5,4,3,Şampiyon,Dylan Duran,DE,69
11092,1,153.48,1282,2,1,3,Kayıp,Ashley Atkinson,BR,71
11094,2,75.09,723,3,3,2,Sadık,Heather Gilbert,PL,55
11095,3,444.48,57,5,4,5,Şampiyon,Raymond Mendoza,BR,30
11096,1,146.57,1230,2,1,2,Kayıp,Karen Baker,BR,75
11098,1,35.21,797,3,1,1,Potansiyel,Timothy Scott,BR,54
11100,2,421.65,287,4,3,4,Sadık,Lynn Cox,BR,20
11101,1,399.92,1008,2,1,4,Kayıp,Linda James,US,50
11102,3,89.25,113,5,4,2,Şampiyon,Elizabeth Gates,FR,41
11103,2,164.89999999999998,1391,1,3,3,Risk Altında,Alexandra Patton,AU,25
11104,1,405.28,141,5,1,4,Yeni,Diana Barr,PL,63
11105,1,77.58,1744,1,1,2,Kayıp,Peter Lopez,US,29
11106,3,177.1,998,2,4,3,Risk Altında,Emily Rogers,US,68
11107,4,348.77,661,3,4,4,Sadık,Joy Garcia,US,68
11108,2,128.60999999999999,742,3,3,2,Sadık,Daniel Valdez,BR,60
11109,3,280.34,1218,2,4,4,Risk Altında,Todd Jacobs,GB,53
11110,1,25.94,108,5,1,1,Yeni,Lindsay Stewart,BR,32
11111,2,377.16,190,5,3,4,Sadık,Chad Santiago,MX,25
11112,1,256.92,1941,1,1,3,Kayıp,Amanda Williams,US,55
11113,3,474.32000000000005,929,2,4,5,Risk Altında,Jared Ayers,IN,33
11114,2,193.21,435,4,3,3,Sadık,Sean Hensley,GB,29
11115,1,169.13,717,3,1,3,Potansiyel,Cheyenne Ford,PL,36
11116,2,488.94,930,2,3,5,Risk Altında,Natalie Casey,IN,28
11118,2,238.6,1216,2,3,3,Risk Altında,Benjamin Donovan,IN,64
11119,2,81.02,1193,2,3,2,Risk Altında,Elizabeth Meyer,US,42
11120,2,72.22,183,5,3,1,Sadık,Molly Green,ES,47
11121,1,45.73,1937,1,1,1,Kayıp,Michelle Walker,SG,23
11123,1,298.51,1757,1,1,4,Kayıp,Kendra Lyons,BR,61
11124,1,351.54,1435,1,1,4,Kayıp,James Garcia,BR,55
11125,2,324.53000000000003,1108,2,3,4,Risk Altında,Connie Gilbert,US,35
11126,5,737.03,311,4,4,5,Şampiyon,Joel Jones,FR,69
11127,1,239.34,545,3,1,3,Potansiyel,David Pearson,DE,34
11128,2,238.23999999999998,134,5,3,3,Sadık,Zachary Matthews,IN,67
11129,1,135.25,957,2,1,2,Kayıp,Molly Cole,US,44
11130,1,182.13,1751,1,1,3,Kayıp,Timothy Reese,ES,62
11131,3,191.78,290,4,4,3,Şampiyon,Sean Mcmahon,PL,56
11132,3,413.61,295,4,4,4,Şampiyon,Dennis Vincent,MX,65
11133,1,458.04,902,2,1,5,Kayıp,Melanie Wood,US,37
11134,5,487.67,212,5,4,5,Şampiyon,Mr. Jason Thomas,US,44
11135,2,264.56,1059,2,3,4,Risk Altında,Edward Fischer,CA,58
11137,1,157.49,729,3,1,3,Potansiyel,Paul Campbell,US,42
11138,2,259.68,187,5,3,4,Sadık,Adrian Holder,JP,38
11139,2,317.81,255,4,3,4,Sadık,Anne Pacheco,US,32
11140,1,17.51,1512,1,1,1,Kayıp,Heather Macias,DE,20
11142,2,124.88,64,5,3,2,Sadık,Dominique Boyle,AU,41
11143,1,29.22,2109,1,1,1,Kayıp,Sara Hill,ZA,51
11144,6,962.9200000000001,184,5,4,5,Şampiyon,Andres Myers,MX,68
11145,4,635.16,778,3,4,5,Sadık,Peggy Cervantes,US,52
11148,1,52.39,1142,2,1,1,Kayıp,Jennifer Green,ES,41
11149,1,255.05,372,4,1,3,Yeni,Mitchell Greer,AU,33
11150,3,559.08,85,5,4,5,Şampiyon,Richard Harris,PL,22
11151,2,219.11,478,4,3,3,Sadık,Thomas Marsh,DE,57
11152,2,81.39,512,3,3,2,Sadık,Zachary Hughes,SG,27
11153,4,571.2,60,5,4,5,Şampiyon,Sara Baxter,CA,74
11154,1,391.33,727,3,1,4,Potansiyel,Javier Ellis,JP,58
11156,1,135.14,1740,1,1,2,Kayıp,Jennifer Hoffman,ES,63
11157,1,5.63,451,4,1,1,Yeni,Felicia Peterson,FR,33
11159,2,225.67000000000002,118,5,3,3,Sadık,Nicole Young,MX,21
11161,2,275.58000000000004,832,3,3,4,Sadık,Mark Ball,SG,69
11162,2,48.239999999999995,216,5,3,1,Sadık,Andrea White,JP,42
11163,2,253.67000000000002,235,4,3,3,Sadık,Kendra Jensen,GB,37
11164,1,31.36,1927,1,1,1,Kayıp,Dana Jackson,GB,30
11165,2,197.88,215,5,3,3,Sadık,Jennifer Moreno,ZA,31
11166,1,211.73,32,5,1,3,Yeni,Brian Hart,GB,64
11167,3,436.29,4,5,4,5,Şampiyon,Donald Archer,MX,75
11168,2,188.37,1167,2,3,3,Risk Altında,William Miller,JP,59
11169,1,190.25,932,2,1,3,Kayıp,Shelby Hall,IN,52
11172,4,2112.93,231,4,4,5,Şampiyon,William Yang,FR,30
11173,3,388.69,117,5,4,4,Şampiyon,Joel Wagner,GB,48
11174,1,241.63,2057,1,1,3,Kayıp,Randy Ball,PL,38
11175,1,32.18,196,5,1,1,Yeni,Kathy Navarro,GB,34
11176,3,1204.77,1156,2,4,5,Risk Altında,Mr. George Larson DVM,GB,67
11177,1,58.99,806,3,1,1,Potansiyel,Angel Dalton,CA,28
11178,2,141.17000000000002,1081,2,3,2,Risk Altında,Jose White,DE,61
11179,3,232.64,118,5,4,3,Şampiyon,Peter Lucas,AU,31
11180,2,262.9,264,4,3,4,Sadık,Matthew Banks,CA,43
11181,2,321.65000000000003,226,4,3,4,Sadık,Mary James,NL,38
11182,1,158.16,1878,1,1,3,Kayıp,Scott Leon,US,24
11183,2,277.53,105,5,3,4,Sadık,John Fernandez,BR,42
11184,3,221.26,255,4,4,3,Şampiyon,Cynthia White,ES,46
11185,5,829.36,383,4,4,5,Şampiyon,David Stewart,AE,54
11186,1,65.64,1366,1,1,1,Kayıp,Taylor Williams,US,66
11187,1,146.68,1215,2,1,2,Kayıp,John Lane,CA,75
11189,1,97.11,866,2,1,2,Kayıp,Kim Bradley,JP,68
11190,3,246.48000000000002,364,4,4,3,Şampiyon,Angel Lee,IN,68
11191,3,120.39,897,2,4,2,Risk Altında,Dennis Mendoza,US,44
11192,2,491.94,1187,2,3,5,Risk Altında,Tanya Ray,DE,72
11193,1,11.02,293,4,1,1,Yeni,Andrew Williams,ES,61
11194,2,232.64,464,4,3,3,Sadık,Amanda Lopez,GB,45
11195,1,35.03,1168,2,1,1,Kayıp,Christine Brown,US,48
11196,3,462.42,555,3,4,5,Sadık,Jeffery Hendricks,MX,73
11197,2,154.54999999999998,391,4,3,3,Sadık,Mary Brown,US,70
11198,2,156.76999999999998,295,4,3,3,Sadık,Vincent Martinez,BR,19
11199,2,117.06,1288,2,3,2,Risk Altında,Virginia Jimenez,PL,73
11200,1,28.05,112,5,1,1,Yeni,Courtney Peterson,ES,39
11201,2,236.61,746,3,3,3,Sadık,Michael Davis,US,74
11203,1,55.35,937,2,1,1,Kayıp,Tiffany Hernandez,US,26
11204,2,61.44,1211,2,3,1,Risk Altında,Amanda Harrison,IN,29
11205,3,219.47,812,3,4,3,Sadık,Sheryl Ramos,JP,68
11207,1,70.3,187,5,1,1,Yeni,Randy Garcia,ES,18
11210,2,60.8,686,3,3,1,Sadık,Jennifer Wright,US,44
11211,2,70.02,79,5,3,1,Sadık,Julie Barnes,AU,57
11213,1,46.2,966,2,1,1,Kayıp,John Alexander,IN,50
11214,1,498.16,1917,1,1,5,Kayıp,Morgan Thomas,ZA,37
11216,1,190.67,380,4,1,3,Yeni,Martin Hurst,IN,54
11217,2,93.73,339,4,3,2,Sadık,Danny Paul,IN,70
11218,1,243.66,645,3,1,3,Potansiyel,Joseph Watkins,FR,69
11219,1,46.08,282,4,1,1,Yeni,Ashley Peters,US,66
11220,1,7.34,1818,1,1,1,Kayıp,Kevin Young,IN,73
11221,2,177.85999999999999,364,4,3,3,Sadık,John Meyer,SE,31
11222,1,182.18,42,5,1,3,Yeni,Charles Brown,ZA,32
11223,1,46.78,372,4,1,1,Yeni,Mark Barr,IN,74
11224,2,143.96,1371,1,3,2,Risk Altında,Cassandra Murphy,DE,65
11225,1,74.89,661,3,1,2,Potansiyel,Steven Brown,MX,40
11227,1,377.01,460,4,1,4,Yeni,Kenneth Davila,NL,73
11228,2,972.36,1434,1,3,5,Risk Altında,Adam Roman,SE,56
11229,2,621.59,900,2,3,5,Risk Altında,Cynthia Shields,SG,72
11230,1,35.48,1503,1,1,1,Kayıp,Doris Morris,NL,39
11231,3,534.8,1546,1,4,5,Risk Altında,Ashley Wilson,JP,38
11232,2,223.73000000000002,655,3,3,3,Sadık,Alexandra Hicks,SG,39
11233,1,7.12,1226,2,1,1,Kayıp,Peter Davidson MD,US,50
11234,3,242.38,764,3,4,3,Sadık,Richard James,US,75
11235,2,664.99,59,5,3,5,Sadık,Amy Hernandez,BR,45
11236,4,1229.23,202,5,4,5,Şampiyon,Kelly Carey,US,70
11237,2,313.32,1172,2,3,4,Risk Altında,Justin Randolph,SG,30
11240,3,594.63,379,4,4,5,Şampiyon,Ashley Smith,GB,33
11241,3,188.08,188,5,4,3,Şampiyon,Drew Richards,MX,28
11242,4,610.0,516,3,4,5,Sadık,Danielle Hughes,AU,43
11243,2,744.39,693,3,3,5,Sadık,Laura Garner,BR,48
11244,1,5.13,517,3,1,1,Potansiyel,Randy Acevedo,ZA,24
11245,1,132.66,1878,1,1,2,Kayıp,Michelle Collins,GB,26
11246,3,116.88,462,4,4,2,Şampiyon,John Torres,JP,38
11247,2,301.11,517,3,3,4,Sadık,Janice Mitchell,US,46
11248,1,8.46,1361,1,1,1,Kayıp,Patrick Mitchell,IN,53
11249,2,342.18,279,4,3,4,Sadık,Kevin Acosta,PL,38
11252,1,70.6,1312,2,1,1,Kayıp,Nancy Anderson,ES,26
11253,5,804.78,9,5,4,5,Şampiyon,Lawrence Prince,NL,75
11254,6,935.0,285,4,4,5,Şampiyon,Caitlyn Deleon,GB,30
11255,2,318.19,291,4,3,4,Sadık,Brian Russell,IN,35
11256,2,352.63,68,5,3,4,Sadık,Elijah Mcdonald,IN,69
11259,4,442.74,26,5,4,5,Şampiyon,Tiffany Sullivan,FR,69
11260,2,168.65,30,5,3,3,Sadık,Jeffrey Brown,FR,29
11261,2,593.49,654,3,3,5,Sadık,Jonathan Silva,GB,49
11264,1,79.16,1987,1,1,2,Kayıp,Molly Newman,JP,69
11265,2,845.49,281,4,3,5,Sadık,Brian Gray,US,20
11266,1,86.14,1723,1,1,2,Kayıp,Elizabeth Cervantes,BR,23
11267,2,133.98,986,2,3,2,Risk Altında,Brenda Castro MD,AU,49
11268,1,413.1,160,5,1,4,Yeni,John Beard,ES,74
11269,1,277.72,1381,1,1,4,Kayıp,Michael Stephens,IN,31
11270,2,79.7,1235,2,3,2,Risk Altında,Anthony Walker,FR,41
11271,2,185.6,381,4,3,3,Sadık,Katherine Ponce,PL,42
11272,1,45.74,1473,1,1,1,Kayıp,Michelle Evans,CA,54
11273,2,91.84,835,3,3,2,Sadık,Connie King,IN,29
11275,1,438.54,1298,2,1,5,Kayıp,Joshua Weaver MD,MX,64
11277,3,221.24,381,4,4,3,Şampiyon,Fernando Conner PhD,MX,22
11278,1,53.6,1705,1,1,1,Kayıp,Morgan Patterson,US,33
11281,2,347.90999999999997,124,5,3,4,Sadık,Jeffrey Brown,NL,54
11282,2,69.69,250,4,3,1,Sadık,Leslie Nichols,GB,58
11283,3,2385.33,251,4,4,5,Şampiyon,Christopher Gonzalez,AE,32
11285,2,361.07,234,4,3,4,Sadık,Brandon Patterson II,AU,33
11286,2,133.59,137,5,3,2,Sadık,Daniel Sandoval,DE,60
11287,3,482.86,312,4,4,5,Şampiyon,Jason Santos,US,54
11289,1,33.91,1196,2,1,1,Kayıp,Jonathan Edwards,AE,64
11290,3,292.72,149,5,4,4,Şampiyon,Timothy Fisher,JP,69
11291,2,148.08,562,3,3,2,Sadık,Matthew Watson,DE,37
11293,2,266.49,1032,2,3,4,Risk Altında,Craig Wolf,JP,49
11294,1,77.27,313,4,1,2,Yeni,Tammy Haas,IN,62
11295,1,45.5,991,2,1,1,Kayıp,Lisa Smith,US,62
11297,1,579.47,810,3,1,5,Potansiyel,Jillian Anderson,US,30
11298,1,200.87,21,5,1,3,Yeni,Natalie Leonard,ES,62
11299,2,139.9,601,3,3,2,Sadık,William Gray,MX,55
11300,1,47.45,1184,2,1,1,Kayıp,Krystal Cook,IN,58
11301,4,371.40999999999997,71,5,4,4,Şampiyon,James Reed,DE,33
11302,4,672.1700000000001,681,3,4,5,Sadık,Tasha Chen,BR,28
11303,1,270.51,847,3,1,4,Potansiyel,Kevin Phillips,BR,35
11305,2,278.63,583,3,3,4,Sadık,John Price,MX,45
11306,2,105.75,705,3,3,2,Sadık,James Jones,NL,39
11307,1,27.45,1666,1,1,1,Kayıp,Eric Sanchez,SG,35
11308,1,189.43,1519,1,1,3,Kayıp,Daniel Lynch,GB,60
11309,3,493.12,618,3,4,5,Sadık,Colton Taylor,BR,18
11310,3,86.15,146,5,4,2,Şampiyon,Gary Curry,SE,21
11311,4,428.0,874,2,4,4,Risk Altında,Adam Reed,CA,53
11312,4,284.63,70,5,4,4,Şampiyon,Kristin Stewart,FR,40
11313,1,41.99,2126,1,1,1,Kayıp,Kathryn Andersen,AE,66
11314,2,141.34,306,4,3,2,Sadık,Kurt Schmidt,NL,55
11315,2,112.19,357,4,3,2,Sadık,John Beasley,CA,63
11316,2,264.28,827,3,3,4,Sadık,Phillip Gutierrez,US,74
11317,1,91.53,825,3,1,2,Potansiyel,Richard James,IN,69
11318,1,117.86,1109,2,1,2,Kayıp,Raymond Lara,AU,54
11319,1,250.58,1274,2,1,3,Kayıp,Richard Mcbride,DE,46
11322,1,61.51,1075,2,1,1,Kayıp,Robert Nelson,ES,66
11323,1,17.93,1855,1,1,1,Kayıp,James Flores,DE,36
11324,1,96.35,690,3,1,2,Potansiyel,Stephen Rios,GB,33
11325,4,483.66,638,3,4,5,Sadık,Latasha Bowers,FR,51
11326,1,291.33,955,2,1,4,Kayıp,Christopher Perez,US,23
11327,1,126.51,30,5,1,2,Yeni,Matthew Vega III,US,58
11328,1,8.03,1156,2,1,1,Kayıp,Morgan Brown,BR,56
11329,2,121.32000000000001,59,5,3,2,Sadık,Dylan Hill,PL,67
11330,3,280.97,210,5,4,4,Şampiyon,Jeffrey Holden,US,53
11331,2,88.61,144,5,3,2,Sadık,Katherine Saunders,PL,35
11332,2,139.7,627,3,3,2,Sadık,Mary Hurst,GB,34
11334,1,70.45,706,3,1,1,Potansiyel,Jesse Reyes,AU,36
11335,1,38.55,1097,2,1,1,Kayıp,Amanda Watson,US,62
11336,3,373.12,626,3,4,4,Sadık,Dr. Sarah Collins MD,MX,68
11337,1,11.02,982,2,1,1,Kayıp,Isaiah Davis,SG,73
11338,2,296.05,1251,2,3,4,Risk Altında,Jose Taylor,NL,60
11339,3,202.75,134,5,4,3,Şampiyon,Jessica Huynh,IN,19
11341,3,482.15999999999997,773,3,4,5,Sadık,Robert Scott,GB,30
11342,4,462.32,33,5,4,5,Şampiyon,Cheryl Garcia,CA,23
11343,1,62.9,1710,1,1,1,Kayıp,Sabrina Johnson,AU,54
11345,2,464.45000000000005,627,3,3,5,Sadık,John Cochran,JP,63
11346,1,19.89,1340,1,1,1,Kayıp,Valerie Hall MD,ES,75
11347,2,885.4300000000001,514,3,3,5,Sadık,Wendy Mcfarland,GB,47
11349,1,40.93,1770,1,1,1,Kayıp,Sean Ramirez,SG,73
11350,1,118.21,1234,2,1,2,Kayıp,Shelby Young,MX,33
11351,2,262.88,520,3,3,4,Sadık,Ryan Smith,NL,55
11352,1,52.58,1963,1,1,1,Kayıp,Kevin Reilly,PL,27
11353,4,150.29,594,3,4,2,Sadık,Justin Grant,BR,37
11354,1,100.88,1688,1,1,2,Kayıp,Louis Garrison,DE,20
